"date","productionValue"
2015-09-27,97.646
2015-09-28,97.652
2015-09-29,97.658
2015-09-30,97.664
2015-10-01,97.67
2015-10-02,97.68
2015-10-03,97.69
2015-10-04,97.7
2015-10-05,97.71
2015-10-06,97.72
2015-10-07,97.73
2015-10-08,97.74
2015-10-09,97.75
2015-10-10,97.76
2015-10-11,97.77
2015-10-12,97.78
2015-10-13,97.79
2015-10-14,97.8
2015-10-15,97.81
2015-10-16,97.82
2015-10-17,97.83
2015-10-18,97.84
2015-10-19,97.85
2015-10-20,97.86
2015-10-21,97.87
2015-10-22,97.88
2015-10-23,97.89
2015-10-24,97.9
2015-10-25,97.91
2015-10-26,97.92
2015-10-27,97.93
2015-10-28,97.94
2015-10-29,97.95
2015-10-30,97.96
2015-10-31,97.97
2015-11-01,97.98
2015-11-02,97.979
2015-11-03,97.978
2015-11-04,97.977
2015-11-05,97.976
2015-11-06,97.975
2015-11-07,97.974
2015-11-08,97.973
2015-11-09,97.972
2015-11-10,97.971
2015-11-11,97.97
2015-11-12,97.969
2015-11-13,97.968
2015-11-14,97.967
2015-11-15,97.966
2015-11-16,97.965
2015-11-17,97.964
2015-11-18,97.963
2015-11-19,97.962
2015-11-20,97.961
2015-11-21,97.96
2015-11-22,97.959
2015-11-23,97.958
2015-11-24,97.957
2015-11-25,97.956
2015-11-26,97.955
2015-11-27,97.954
2015-11-28,97.953
2015-11-29,97.952
2015-11-30,97.951
2015-12-01,97.95
2015-12-02,97.9409677419355
2015-12-03,97.931935483871
2015-12-04,97.9229032258065
2015-12-05,97.9138709677419
2015-12-06,97.9048387096774
2015-12-07,97.8958064516129
2015-12-08,97.8867741935484
2015-12-09,97.8777419354839
2015-12-10,97.8687096774194
2015-12-11,97.8596774193548
2015-12-12,97.8506451612903
2015-12-13,97.8416129032258
2015-12-14,97.8325806451613
2015-12-15,97.8235483870968
2015-12-16,97.8145161290323
2015-12-17,97.8054838709677
2015-12-18,97.7964516129032
2015-12-19,97.7874193548387
2015-12-20,97.7783870967742
2015-12-21,97.7693548387097
2015-12-22,97.7603225806452
2015-12-23,97.7512903225806
2015-12-24,97.7422580645161
2015-12-25,97.7332258064516
2015-12-26,97.7241935483871
2015-12-27,97.7151612903226
2015-12-28,97.7061290322581
2015-12-29,97.6970967741936
2015-12-30,97.688064516129
2015-12-31,97.6790322580645
2016-01-01,97.67
2016-01-02,97.6445161290323
2016-01-03,97.6190322580645
2016-01-04,97.5935483870968
2016-01-05,97.568064516129
2016-01-06,97.5425806451613
2016-01-07,97.5170967741935
2016-01-08,97.4916129032258
2016-01-09,97.4661290322581
2016-01-10,97.4406451612903
2016-01-11,97.4151612903226
2016-01-12,97.3896774193548
2016-01-13,97.3641935483871
2016-01-14,97.3387096774194
2016-01-15,97.3132258064516
2016-01-16,97.2877419354839
2016-01-17,97.2622580645161
2016-01-18,97.2367741935484
2016-01-19,97.2112903225806
2016-01-20,97.1858064516129
2016-01-21,97.1603225806452
2016-01-22,97.1348387096774
2016-01-23,97.1093548387097
2016-01-24,97.0838709677419
2016-01-25,97.0583870967742
2016-01-26,97.0329032258065
2016-01-27,97.0074193548387
2016-01-28,96.981935483871
2016-01-29,96.9564516129032
2016-01-30,96.9309677419355
2016-01-31,96.9054838709677
2016-02-01,96.88
2016-02-02,96.8844827586207
2016-02-03,96.8889655172414
2016-02-04,96.8934482758621
2016-02-05,96.8979310344828
2016-02-06,96.9024137931034
2016-02-07,96.9068965517241
2016-02-08,96.9113793103448
2016-02-09,96.9158620689655
2016-02-10,96.9203448275862
2016-02-11,96.9248275862069
2016-02-12,96.9293103448276
2016-02-13,96.9337931034483
2016-02-14,96.938275862069
2016-02-15,96.9427586206897
2016-02-16,96.9472413793103
2016-02-17,96.951724137931
2016-02-18,96.9562068965517
2016-02-19,96.9606896551724
2016-02-20,96.9651724137931
2016-02-21,96.9696551724138
2016-02-22,96.9741379310345
2016-02-23,96.9786206896552
2016-02-24,96.9831034482759
2016-02-25,96.9875862068966
2016-02-26,96.9920689655172
2016-02-27,96.9965517241379
2016-02-28,97.0010344827586
2016-02-29,97.0055172413793
2016-03-01,97.01
2016-03-02,97.0012903225806
2016-03-03,96.9925806451613
2016-03-04,96.9838709677419
2016-03-05,96.9751612903226
2016-03-06,96.9664516129032
2016-03-07,96.9577419354839
2016-03-08,96.9490322580645
2016-03-09,96.9403225806452
2016-03-10,96.9316129032258
2016-03-11,96.9229032258065
2016-03-12,96.9141935483871
2016-03-13,96.9054838709677
2016-03-14,96.8967741935484
2016-03-15,96.888064516129
2016-03-16,96.8793548387097
2016-03-17,96.8706451612903
2016-03-18,96.861935483871
2016-03-19,96.8532258064516
2016-03-20,96.8445161290323
2016-03-21,96.8358064516129
2016-03-22,96.8270967741935
2016-03-23,96.8183870967742
2016-03-24,96.8096774193548
2016-03-25,96.8009677419355
2016-03-26,96.7922580645161
2016-03-27,96.7835483870968
2016-03-28,96.7748387096774
2016-03-29,96.7661290322581
2016-03-30,96.7574193548387
2016-03-31,96.7487096774194
2016-04-01,96.74
2016-04-02,96.7243333333333
2016-04-03,96.7086666666667
2016-04-04,96.693
2016-04-05,96.6773333333333
2016-04-06,96.6616666666667
2016-04-07,96.646
2016-04-08,96.6303333333333
2016-04-09,96.6146666666667
2016-04-10,96.599
2016-04-11,96.5833333333333
2016-04-12,96.5676666666667
2016-04-13,96.552
2016-04-14,96.5363333333333
2016-04-15,96.5206666666667
2016-04-16,96.505
2016-04-17,96.4893333333333
2016-04-18,96.4736666666667
2016-04-19,96.458
2016-04-20,96.4423333333333
2016-04-21,96.4266666666667
2016-04-22,96.411
2016-04-23,96.3953333333333
2016-04-24,96.3796666666667
2016-04-25,96.364
2016-04-26,96.3483333333333
2016-04-27,96.3326666666667
2016-04-28,96.317
2016-04-29,96.3013333333333
2016-04-30,96.2856666666667
2016-05-01,96.27
2016-05-02,96.2867741935484
2016-05-03,96.3035483870968
2016-05-04,96.3203225806452
2016-05-05,96.3370967741935
2016-05-06,96.3538709677419
2016-05-07,96.3706451612903
2016-05-08,96.3874193548387
2016-05-09,96.4041935483871
2016-05-10,96.4209677419355
2016-05-11,96.4377419354839
2016-05-12,96.4545161290323
2016-05-13,96.4712903225806
2016-05-14,96.488064516129
2016-05-15,96.5048387096774
2016-05-16,96.5216129032258
2016-05-17,96.5383870967742
2016-05-18,96.5551612903226
