"date","consumptionValue"
2012-05-12,90.3858064516129
2012-05-13,90.3945161290323
2012-05-14,90.4032258064516
2012-05-15,90.411935483871
2012-05-16,90.4206451612903
2012-05-17,90.4293548387097
2012-05-18,90.438064516129
2012-05-19,90.4467741935484
2012-05-20,90.4554838709677
2012-05-21,90.4641935483871
2012-05-22,90.4729032258065
2012-05-23,90.4816129032258
2012-05-24,90.4903225806452
2012-05-25,90.4990322580645
2012-05-26,90.5077419354839
2012-05-27,90.5164516129032
2012-05-28,90.5251612903226
2012-05-29,90.5338709677419
2012-05-30,90.5425806451613
2012-05-31,90.5512903225806
2012-06-01,90.56
2012-06-02,90.5896666666667
2012-06-03,90.6193333333333
2012-06-04,90.649
2012-06-05,90.6786666666667
2012-06-06,90.7083333333333
2012-06-07,90.738
2012-06-08,90.7676666666667
2012-06-09,90.7973333333333
2012-06-10,90.827
2012-06-11,90.8566666666667
2012-06-12,90.8863333333333
2012-06-13,90.916
2012-06-14,90.9456666666667
2012-06-15,90.9753333333333
2012-06-16,91.005
2012-06-17,91.0346666666667
2012-06-18,91.0643333333333
2012-06-19,91.094
2012-06-20,91.1236666666667
2012-06-21,91.1533333333333
2012-06-22,91.183
2012-06-23,91.2126666666667
2012-06-24,91.2423333333333
2012-06-25,91.272
2012-06-26,91.3016666666667
2012-06-27,91.3313333333333
2012-06-28,91.361
2012-06-29,91.3906666666667
2012-06-30,91.4203333333333
2012-07-01,91.45
2012-07-02,91.4454838709677
2012-07-03,91.4409677419355
2012-07-04,91.4364516129032
2012-07-05,91.431935483871
2012-07-06,91.4274193548387
2012-07-07,91.4229032258065
2012-07-08,91.4183870967742
2012-07-09,91.4138709677419
2012-07-10,91.4093548387097
2012-07-11,91.4048387096774
2012-07-12,91.4003225806452
2012-07-13,91.3958064516129
2012-07-14,91.3912903225806
2012-07-15,91.3867741935484
2012-07-16,91.3822580645161
2012-07-17,91.3777419354839
2012-07-18,91.3732258064516
2012-07-19,91.3687096774194
2012-07-20,91.3641935483871
2012-07-21,91.3596774193548
2012-07-22,91.3551612903226
2012-07-23,91.3506451612903
2012-07-24,91.3461290322581
2012-07-25,91.3416129032258
2012-07-26,91.3370967741936
2012-07-27,91.3325806451613
2012-07-28,91.328064516129
2012-07-29,91.3235483870968
2012-07-30,91.3190322580645
2012-07-31,91.3145161290323
2012-08-01,91.31
2012-08-02,91.2648387096774
2012-08-03,91.2196774193548
2012-08-04,91.1745161290323
2012-08-05,91.1293548387097
2012-08-06,91.0841935483871
2012-08-07,91.0390322580645
2012-08-08,90.9938709677419
2012-08-09,90.9487096774194
2012-08-10,90.9035483870968
2012-08-11,90.8583870967742
2012-08-12,90.8132258064516
2012-08-13,90.768064516129
2012-08-14,90.7229032258064
2012-08-15,90.6777419354839
2012-08-16,90.6325806451613
2012-08-17,90.5874193548387
2012-08-18,90.5422580645161
2012-08-19,90.4970967741936
2012-08-20,90.451935483871
2012-08-21,90.4067741935484
2012-08-22,90.3616129032258
2012-08-23,90.3164516129032
2012-08-24,90.2712903225806
2012-08-25,90.2261290322581
2012-08-26,90.1809677419355
2012-08-27,90.1358064516129
2012-08-28,90.0906451612903
2012-08-29,90.0454838709677
2012-08-30,90.0003225806452
2012-08-31,89.9551612903226
2012-09-01,89.91
2012-09-02,90.0003333333333
2012-09-03,90.0906666666667
2012-09-04,90.181
2012-09-05,90.2713333333333
2012-09-06,90.3616666666667
2012-09-07,90.452
2012-09-08,90.5423333333333
2012-09-09,90.6326666666667
2012-09-10,90.723
2012-09-11,90.8133333333333
2012-09-12,90.9036666666667
2012-09-13,90.994
2012-09-14,91.0843333333333
2012-09-15,91.1746666666667
2012-09-16,91.265
2012-09-17,91.3553333333333
2012-09-18,91.4456666666667
2012-09-19,91.536
2012-09-20,91.6263333333333
2012-09-21,91.7166666666667
2012-09-22,91.807
2012-09-23,91.8973333333333
2012-09-24,91.9876666666667
2012-09-25,92.078
2012-09-26,92.1683333333333
