ds|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|weekly|weekly_lower|weekly_upper|yearly|yearly_lower|yearly_upper|multiplicative_terms|multiplicative_terms_lower|multiplicative_terms_upper|yhat
2010-01-01|77.36499922624674|75.880858589458|79.25409447039156|77.36499922624674|77.36499922624674|0.17199665698038386|0.17199665698038386|0.17199665698038386|0.008731578629700325|0.008731578629700325|0.008731578629700325|0.16326507835068352|0.16326507835068352|0.16326507835068352|0.0|0.0|0.0|77.53699588322712
2010-01-02|77.42017878578721|75.92717223477476|79.31272802473572|77.42017878578721|77.42017878578721|0.15221175229252273|0.15221175229252273|0.15221175229252273|0.0038001439946532068|0.0038001439946532068|0.0038001439946532068|0.14841160829786954|0.14841160829786954|0.14841160829786954|0.0|0.0|0.0|77.57239053807973
2010-01-03|77.47535834532768|75.91598349995293|79.272098886778|77.47535834532768|77.47535834532768|0.12680585008317116|0.12680585008317116|0.12680585008317116|-0.005063716434975856|-0.005063716434975856|-0.005063716434975856|0.13186956651814705|0.13186956651814705|0.13186956651814705|0.0|0.0|0.0|77.60216419541085
2010-01-04|77.53053790486814|75.98973503919046|79.45780327245109|77.53053790486814|77.53053790486814|0.1093071279185113|0.1093071279185113|0.1093071279185113|-0.00454416613460262|-0.00454416613460262|-0.00454416613460262|0.11385129405311392|0.11385129405311392|0.11385129405311392|0.0|0.0|0.0|77.63984503278665
2010-01-05|77.58571746440862|75.92814645856474|79.30460990542355|77.58571746440862|77.58571746440862|0.09502711107479722|0.09502711107479722|0.09502711107479722|0.00043693522498705996|0.00043693522498705996|0.00043693522498705996|0.09459017584981017|0.09459017584981017|0.09459017584981017|0.0|0.0|0.0|77.68074457548342
2010-01-06|77.64089702394908|76.04741725664556|79.47280366960734|77.64089702394908|77.64089702394908|0.08148472408222478|0.08148472408222478|0.08148472408222478|0.007151617779878325|0.007151617779878325|0.007151617779878325|0.07433310630234646|0.07433310630234646|0.07433310630234646|0.0|0.0|0.0|77.72238174803131
2010-01-07|77.69607658348956|76.03944834374946|79.39903061749575|77.69607658348956|77.69607658348956|0.04282059031784158|0.04282059031784158|0.04282059031784158|-0.010512393059581977|-0.010512393059581977|-0.010512393059581977|0.053332983377423565|0.053332983377423565|0.053332983377423565|0.0|0.0|0.0|77.7388971738074
2010-01-08|77.75125614303002|76.11291414826997|79.53081575453074|77.75125614303002|77.75125614303002|0.04057304093471145|0.04057304093471145|0.04057304093471145|0.00873157862970336|0.00873157862970336|0.00873157862970336|0.03184146230500809|0.03184146230500809|0.03184146230500809|0.0|0.0|0.0|77.79182918396474
2010-01-09|77.8064357025705|76.28008875091938|79.48214134580405|77.8064357025705|77.8064357025705|0.013902329023197208|0.013902329023197208|0.013902329023197208|0.003800143994655786|0.003800143994655786|0.003800143994655786|0.01010218502854142|0.01010218502854142|0.01010218502854142|0.0|0.0|0.0|77.82033803159369
2010-01-10|77.86161526211096|76.28781319409615|79.48883480101134|77.86161526211096|77.86161526211096|-0.016719035960233535|-0.016719035960233535|-0.016719035960233535|-0.005063716435035353|-0.005063716435035353|-0.005063716435035353|-0.011655319525198184|-0.011655319525198184|-0.011655319525198184|0.0|0.0|0.0|77.84489622615072
2010-01-11|77.91679482165144|76.3173863983264|79.54576363900449|77.91679482165144|77.91679482165144|-0.03776506217977482|-0.03776506217977482|-0.03776506217977482|-0.004544166134645408|-0.004544166134645408|-0.004544166134645408|-0.033220896045129414|-0.033220896045129414|-0.033220896045129414|0.0|0.0|0.0|77.87902975947166
